order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,"valor pago",flag_frete_gratis,flag_outlier_preco_max,flag_outlier_preco_min,flag_outlier_frete_max,flag_outlier_frete_min,categoria_preco,peso_frete_no_preco,flag_outlier_proporcao_max,flag_frete_abusivo,categoria_frete,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,dias_para_entrega,tempo_aprovacao_pedido,tempo_coleta_item,antecedencia_entrega,flg_atraso,flag_integridade
01a75ac3dd000b7628a684be97c29234,1,b5c114b11d53b6fd85a6a90790f0b479,0adac9fbd9a2b63cccaac4f8756c1ca8,"2018-01-29 10:59:10",42.9,15.1,58,0,0,0,0,0,"Ticket Médio",0.351981351981352,0,0,Caro,01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,"2018-01-23 10:32:39","2018-01-23 10:59:10","2018-01-26 19:12:26","2018-02-07 14:59:03",2018-02-21,15,0,3,13,0,0
01855f880aae9a984c7c33b26fcf2e02,1,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,"2017-10-25 15:35:35",39.49,8.27,47.760000000000005,0,0,0,0,0,"Ticket Baixo",0.2094201063560394,0,0,Normal,01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,"2017-10-19 15:08:48","2017-10-19 15:35:35","2017-10-23 13:14:16","2017-10-24 15:57:46",2017-10-31,5,0,3,6,0,0
01855f880aae9a984c7c33b26fcf2e02,2,12bc892d6fff0dc42c8177f3665ef00e,e9779976487b77c6d4ac45f75ec7afe9,"2017-10-25 15:35:35",39.49,8.27,47.760000000000005,0,0,0,0,0,"Ticket Baixo",0.2094201063560394,0,0,Normal,01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,"2017-10-19 15:08:48","2017-10-19 15:35:35","2017-10-23 13:14:16","2017-10-24 15:57:46",2017-10-31,5,0,3,6,0,0
00571ded73b3c061925584feab0db425,1,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,"2017-05-25 21:10:16",179.9,15.01,194.91,0,0,0,0,0,"Ticket Premium",0.0834352418010005,0,0,Barato,00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,"2017-05-18 20:59:24","2017-05-18 21:10:16","2017-05-22 15:50:30","2017-05-30 09:12:44",2017-06-12,11,0,3,12,0,0
00571ded73b3c061925584feab0db425,2,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,"2017-05-25 21:10:16",179.9,15.01,194.91,0,0,0,0,0,"Ticket Premium",0.0834352418010005,0,0,Barato,00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,"2017-05-18 20:59:24","2017-05-18 21:10:16","2017-05-22 15:50:30","2017-05-30 09:12:44",2017-06-12,11,0,3,12,0,0
